126,169,24,89
127,169,26,95
129,123,29,106
121,128,32,116
117,114,28,104
118,118,28,102
120,115,26,96
124,112,25,92
125,113,28,103
128,129,31,114
127,119,34,126
128,118,34,125
129,158,28,102
131,132,33,120
128,138,34,124
125,138,33,122
131,127,37,135
132,153,31,115
134,155,29,107
131,153,27,99
130,175,27,98
134,156,29,106
136,158,26,94
134,157,28,101
135,159,26,94
131,161,26,97
137,163,28,102
134,163,30,111
133,172,27,98
133,167,27,97
136,168,27,98
138,168,26,95
138,169,24,86
140,173,22,82
142,163,26,95
139,157,28,103
135,170,31,113
140,169,28,102
141,170,25,91
145,172,25,92
146,171,24,89
145,166,25,90
143,171,24,86
146,171,22,79
145,148,24,86
146,156,25,92
145,154,26,95
141,156,29,105
143,152,26,95
141,151,25,92
141,160,27,100
143,162,26,96
142,145,26,95
144,146,26,94
143,143,26,95
144,148,25,92
146,157,22,80
145,156,29,107
145,162,27,99
143,159,28,103
144,160,30,109
143,150,31,115
133,124,34,124
133,119,30,110
134,132,30,110
132,128,35,128
133,115,35,127
142,131,34,126
134,132,28,104
146,149,25,92
145,160,26,97
145,171,23,86
139,132,30,108
141,139,28,102
146,161,28,101
139,145,32,116
143,123,33,120
143,139,29,105
147,137,28,104
144,124,28,103
145,132,28,103
145,130,29,106
146,124,29,105
146,129,26,96
146,130,28,103
150,146,25,93
151,147,27,97
145,116,29,106
145,127,26,95
147,129,28,102
148,112,32,117
147,122,28,104
149,121,31,112
148,117,33,120
149,129,31,114
150,123,32,117
155,133,25,93
155,105,30,110
151,107,31,112
151,122,30,110
152,125,28,102
151,121,30,109
149,117,31,112
148,124,32,116
146,117,29,105
144,116,27,98
146,135,28,104
147,131,27,99
140,106,28,103
143,128,23,85
144,133,21,76
144,140,21,75
136,115,22,80
139,138,19,70
135,123,21,75
132,119,25,93
132,121,24,89
128,122,23,85
125,95,22,82
123,95,20,72
125,128,17,61
123,113,21,77
120,120,26,94
120,111,25,93
113,112,27,100
113,114,24,89
113,110,26,94
106,104,25,91
100,82,27,97
97,106,27,99
93,96,27,99
93,96,27,98
98,95,19,68
96,102,16,58
96,119,14,52
94,125,12,42
90,133,11,41
87,140,11,38
82,127,12,42
79,123,12,42
75,119,14,51
71,113,14,51
62,97,17,60
59,91,17,62
58,114,16,57
55,121,11,41
52,102,12,43
54,93,12,41
56,93,12,44
56,95,14,49
56,95,13,46
55,94,13,48
55,97,14,50
54,96,16,56
54,95,16,59
53,95,17,62
53,94,18,66
55,97,17,63
53,96,16,58
55,95,18,66
55,96,15,55
56,97,14,50
56,119,12,45
55,102,15,53
57,119,12,42
56,111,13,45
57,111,13,48
56,112,13,46
56,102,13,47
56,95,15,53
58,114,12,45
56,94,13,47
56,119,13,46
56,116,12,45
56,98,12,44
56,93,13,47
56,95,12,43
55,115,13,48
55,95,15,53
55,96,15,55
55,95,14,52
55,96,13,47
56,97,14,51
56,99,12,44
56,99,12,44
56,97,14,49
55,99,15,53
55,99,16,57
56,119,14,51
56,96,17,60
56,74,16,59
57,82,14,51
56,99,13,45
56,94,13,46
57,119,12,44
55,102,14,49
56,95,12,42
55,102,15,52
56,97,14,51
56,97,12,43
58,115,11,39
58,115,11,40
56,101,12,43
57,117,14,49
56,123,12,45
55,106,15,53
54,96,16,59
54,76,15,54
55,93,12,45
56,99,12,43
57,112,13,48
55,98,14,51
56,99,13,45
56,98,12,42
57,95,10,35
56,96,11,40
55,98,13,46
55,95,13,45
56,99,13,46
55,96,13,46
58,91,12,43
56,93,12,44
54,119,13,47
56,109,15,53
55,93,16,57
53,95,17,63
53,96,18,65
55,95,15,53
54,115,14,50
56,112,13,46
56,112,14,49
55,95,15,55
55,103,15,53
54,95,15,55
55,114,14,50
56,97,16,56
54,93,17,63
52,95,17,63
56,112,14,52
53,95,16,60
55,94,16,58
55,94,16,57
55,96,15,54
52,96,18,64
53,97,17,62
55,96,18,64
56,96,15,56
53,97,17,60
53,94,17,62
55,110,14,52
57,124,12,42
57,121,11,41
56,101,13,45
56,103,13,48
55,99,14,52
